timestamp,total_contacts,total_properties,endpoint,contact_id,response_time_ms,status_code,response_size_bytes,recommendations_count,success,error_message
2025-07-18T17:43:03.513178,50,200,single_contact,10531,15.362977981567383,200,9548,10,True,
2025-07-18T17:43:03.528783,50,200,single_contact,10528,4.303693771362305,200,10294,10,True,
2025-07-18T17:43:03.533268,50,200,single_contact,10547,3.90625,200,10080,10,True,
2025-07-18T17:43:03.537303,50,200,single_contact,10547,0.720977783203125,200,10080,10,True,
2025-07-18T17:43:03.538108,50,200,single_contact,10545,3.3533573150634766,200,10195,10,True,
2025-07-18T17:43:03.541704,50,200,bulk_recommendations_2,,5.528450012207031,200,10062,2,True,
2025-07-18T17:43:03.547482,50,200,bulk_recommendations_5,,7.935762405395508,200,24993,5,True,
2025-07-18T17:43:03.555778,50,200,bulk_recommendations_10,,7.85064697265625,200,50314,10,True,
2025-07-18T17:43:03.564450,50,200,bulk_recommendations_20,,8.37564468383789,200,100114,20,True,
2025-07-18T17:43:03.602713,100,300,single_contact,10557,3.3330917358398438,200,10302,10,True,
2025-07-18T17:43:03.606144,100,300,single_contact,10555,4.159688949584961,200,9981,10,True,
2025-07-18T17:43:03.610485,100,300,single_contact,10573,5.07044792175293,200,10225,10,True,
2025-07-18T17:43:03.615707,100,300,single_contact,10569,3.548860549926758,200,9712,10,True,
2025-07-18T17:43:03.619345,100,300,single_contact,10580,4.819393157958984,200,9892,10,True,
2025-07-18T17:43:03.624457,100,300,bulk_recommendations_2,,5.398750305175781,200,9921,2,True,
2025-07-18T17:43:03.630021,100,300,bulk_recommendations_5,,5.640268325805664,200,24972,5,True,
2025-07-18T17:43:03.635924,100,300,bulk_recommendations_10,,9.250164031982422,200,50158,10,True,
2025-07-18T17:43:03.645832,100,300,bulk_recommendations_20,,7.280826568603516,200,100112,20,True,
2025-07-18T17:43:03.679276,150,400,single_contact,10609,5.10096549987793,200,9949,10,True,
2025-07-18T17:43:03.684475,150,400,single_contact,10631,5.048513412475586,200,9559,10,True,
2025-07-18T17:43:03.689683,150,400,single_contact,10646,4.0073394775390625,200,9835,10,True,
2025-07-18T17:43:03.693855,150,400,single_contact,10637,2.8367042541503906,200,10305,10,True,
2025-07-18T17:43:03.696799,150,400,single_contact,10633,4.595279693603516,200,10033,10,True,
2025-07-18T17:43:03.701769,150,400,bulk_recommendations_2,,3.7560462951660156,200,10194,2,True,
2025-07-18T17:43:03.705693,150,400,bulk_recommendations_5,,6.311655044555664,200,25040,5,True,
2025-07-18T17:43:03.712449,150,400,bulk_recommendations_10,,5.922794342041016,200,50303,10,True,
2025-07-18T17:43:03.718785,150,400,bulk_recommendations_20,,11.455059051513672,200,100764,20,True,
2025-07-18T17:43:03.753051,200,500,single_contact,10668,2.2573471069335938,200,9871,10,True,
2025-07-18T17:43:03.755399,200,500,single_contact,10697,5.042314529418945,200,9746,10,True,
2025-07-18T17:43:03.760541,200,500,single_contact,10697,0.8373260498046875,200,9746,10,True,
2025-07-18T17:43:03.761501,200,500,single_contact,10697,0.7135868072509766,200,9746,10,True,
2025-07-18T17:43:03.762292,200,500,single_contact,10651,4.384756088256836,200,10302,10,True,
2025-07-18T17:43:03.766919,200,500,bulk_recommendations_2,,4.574060440063477,200,10267,2,True,
2025-07-18T17:43:03.771656,200,500,bulk_recommendations_5,,6.324529647827148,200,25772,5,True,
2025-07-18T17:43:03.778247,200,500,bulk_recommendations_10,,7.054328918457031,200,50282,10,True,
2025-07-18T17:43:03.785734,200,500,bulk_recommendations_20,,13.006448745727539,200,101680,20,True,
2025-07-18T17:43:03.820699,250,600,single_contact,10746,3.7457942962646484,200,9952,10,True,
2025-07-18T17:43:03.824549,250,600,single_contact,10716,5.248069763183594,200,9920,10,True,
2025-07-18T17:43:03.829898,250,600,single_contact,10737,4.018068313598633,200,9977,10,True,
2025-07-18T17:43:03.834040,250,600,single_contact,10703,3.0989646911621094,200,9791,10,True,
2025-07-18T17:43:03.837274,250,600,single_contact,10722,5.003929138183594,200,10216,10,True,
2025-07-18T17:43:03.842605,250,600,bulk_recommendations_2,,5.620241165161133,200,10320,2,True,
2025-07-18T17:43:03.848380,250,600,bulk_recommendations_5,,6.031513214111328,200,25509,5,True,
2025-07-18T17:43:03.854652,250,600,bulk_recommendations_10,,11.183977127075195,200,50959,10,True,
2025-07-18T17:43:03.866289,250,600,bulk_recommendations_20,,13.31329345703125,200,101078,20,True,
2025-07-18T17:43:03.905094,300,700,single_contact,10786,5.419492721557617,200,9927,10,True,
2025-07-18T17:43:03.910617,300,700,single_contact,10768,3.6096572875976562,200,9804,10,True,
2025-07-18T17:43:03.914379,300,700,single_contact,10789,4.230260848999023,200,9876,10,True,
2025-07-18T17:43:03.918754,300,700,single_contact,10774,3.2007694244384766,200,10246,10,True,
2025-07-18T17:43:03.922052,300,700,single_contact,10768,0.9400844573974609,200,9804,10,True,
2025-07-18T17:43:03.923160,300,700,bulk_recommendations_2,,4.528999328613281,200,10174,2,True,
2025-07-18T17:43:03.927867,300,700,bulk_recommendations_5,,3.967761993408203,200,24782,5,True,
2025-07-18T17:43:03.932091,300,700,bulk_recommendations_10,,12.316703796386719,200,50416,10,True,
2025-07-18T17:43:03.944811,300,700,bulk_recommendations_20,,11.819839477539062,200,101413,20,True,
2025-07-18T17:43:03.983103,350,800,single_contact,10846,5.233287811279297,200,9709,10,True,
2025-07-18T17:43:03.988432,350,800,single_contact,10832,5.463600158691406,200,9569,10,True,
2025-07-18T17:43:03.994002,350,800,single_contact,10811,3.782510757446289,200,9789,10,True,
2025-07-18T17:43:03.997910,350,800,single_contact,10810,4.95457649230957,200,10357,10,True,
2025-07-18T17:43:04.003022,350,800,single_contact,10803,4.415273666381836,200,9746,10,True,
2025-07-18T17:43:04.007732,350,800,bulk_recommendations_2,,6.218194961547852,200,9891,2,True,
2025-07-18T17:43:04.014120,350,800,bulk_recommendations_5,,6.9751739501953125,200,25147,5,True,
2025-07-18T17:43:04.021368,350,800,bulk_recommendations_10,,9.772777557373047,200,49645,10,True,
2025-07-18T17:43:04.031538,350,800,bulk_recommendations_20,,12.179374694824219,200,101481,20,True,
2025-07-18T17:43:04.069929,400,900,single_contact,10869,6.278753280639648,200,10410,10,True,
2025-07-18T17:43:04.076362,400,900,single_contact,10862,5.400419235229492,200,10126,10,True,
2025-07-18T17:43:04.081866,400,900,single_contact,10891,5.353450775146484,200,10370,10,True,
2025-07-18T17:43:04.087355,400,900,single_contact,10877,4.127740859985352,200,9683,10,True,
2025-07-18T17:43:04.091585,400,900,single_contact,10865,5.881309509277344,200,9700,10,True,
2025-07-18T17:43:04.097636,400,900,bulk_recommendations_2,,5.936145782470703,200,10104,2,True,
2025-07-18T17:43:04.103830,400,900,bulk_recommendations_5,,8.065462112426758,200,25060,5,True,
2025-07-18T17:43:04.112188,400,900,bulk_recommendations_10,,11.044502258300781,200,50413,10,True,
2025-07-18T17:43:04.123922,400,900,bulk_recommendations_20,,12.770414352416992,200,99628,20,True,
2025-07-18T17:43:04.165740,450,1000,single_contact,10908,4.776477813720703,200,9691,10,True,
2025-07-18T17:43:04.170642,450,1000,single_contact,10916,5.136013031005859,200,9959,10,True,
2025-07-18T17:43:04.175880,450,1000,single_contact,10944,3.6139488220214844,200,10077,10,True,
2025-07-18T17:43:04.179628,450,1000,single_contact,10937,5.368471145629883,200,9900,10,True,
2025-07-18T17:43:04.185099,450,1000,single_contact,10922,6.487131118774414,200,10311,10,True,
2025-07-18T17:43:04.191874,450,1000,bulk_recommendations_2,,6.098270416259766,200,10105,2,True,
2025-07-18T17:43:04.198150,450,1000,bulk_recommendations_5,,6.597042083740234,200,25154,5,True,
2025-07-18T17:43:04.205016,450,1000,bulk_recommendations_10,,11.922836303710938,200,50744,10,True,
2025-07-18T17:43:04.217415,450,1000,bulk_recommendations_20,,13.334035873413086,200,100407,20,True,
2025-07-18T17:43:04.245266,500,1000,single_contact,10961,4.283905029296875,200,9863,10,True,
2025-07-18T17:43:04.249653,500,1000,single_contact,10968,4.256248474121094,200,9700,10,True,
2025-07-18T17:43:04.254015,500,1000,single_contact,10967,7.378101348876953,200,10409,10,True,
2025-07-18T17:43:04.261556,500,1000,single_contact,10958,5.711555480957031,200,10365,10,True,
2025-07-18T17:43:04.267461,500,1000,single_contact,10965,5.941152572631836,200,9999,10,True,
2025-07-18T17:43:04.273683,500,1000,bulk_recommendations_2,,6.712436676025391,200,10109,2,True,
2025-07-18T17:43:04.280677,500,1000,bulk_recommendations_5,,6.090879440307617,200,24899,5,True,
2025-07-18T17:43:04.287033,500,1000,bulk_recommendations_10,,12.770891189575195,200,49579,10,True,
2025-07-18T17:43:04.300275,500,1000,bulk_recommendations_20,,15.975475311279297,200,101416,20,True,
