timestamp,endpoint,property_id,response_time_ms,status_code,request_size_bytes,response_size_bytes,success,error_message,scenario,top_k_value,min_score_value,top_percentile_value,batch_size
2025-07-18T23:03:29.273799,single_property,7201,2.7875900268554688,200,32,99796,True,,baseline,,0.5,,
2025-07-18T23:03:29.276612,single_property,7202,1.41143798828125,200,32,98236,True,,baseline,,0.5,,
2025-07-18T23:03:29.278053,single_property,7203,1.7120838165283203,200,32,100134,True,,baseline,,0.5,,
2025-07-18T23:03:29.279790,single_property,7204,1.4121532440185547,200,32,98611,True,,baseline,,0.5,,
2025-07-18T23:03:29.281223,single_property,7205,1.2178421020507812,200,32,99332,True,,baseline,,0.5,,
2025-07-18T23:03:29.282455,single_property,7206,1.0781288146972656,200,32,97450,True,,baseline,,0.5,,
2025-07-18T23:03:29.283547,single_property,7207,1.1248588562011719,200,32,100524,True,,baseline,,0.5,,
2025-07-18T23:03:29.284704,single_property,7208,1.2047290802001953,200,32,98251,True,,baseline,,0.5,,
2025-07-18T23:03:29.285927,single_property,7209,1.0707378387451172,200,32,98109,True,,baseline,,0.5,,
2025-07-18T23:03:29.287012,single_property,7210,1.1119842529296875,200,32,98573,True,,baseline,,0.5,,
2025-07-18T23:03:29.288175,single_property,7211,1.0366439819335938,200,32,98954,True,,baseline,,0.5,,
2025-07-18T23:03:29.289223,single_property,7212,0.8542537689208984,200,32,99112,True,,baseline,,0.5,,
2025-07-18T23:03:29.290089,single_property,7213,1.0564327239990234,200,32,98214,True,,baseline,,0.5,,
2025-07-18T23:03:29.291162,single_property,7214,1.4810562133789062,200,32,98889,True,,baseline,,0.5,,
2025-07-18T23:03:29.292662,single_property,7215,5.607128143310547,200,32,98507,True,,baseline,,0.5,,
2025-07-18T23:03:29.298291,single_property,7216,6.520509719848633,200,32,99418,True,,baseline,,0.5,,
2025-07-18T23:03:29.304836,single_property,7217,6.907939910888672,200,32,98157,True,,baseline,,0.5,,
2025-07-18T23:03:29.311766,single_property,7218,6.080865859985352,200,32,98865,True,,baseline,,0.5,,
2025-07-18T23:03:29.317877,single_property,7219,5.779743194580078,200,32,98868,True,,baseline,,0.5,,
2025-07-18T23:03:29.323680,single_property,7220,5.894660949707031,200,32,96979,True,,baseline,,0.5,,
2025-07-18T23:03:29.329637,single_property,7221,4.312276840209961,200,32,97273,True,,baseline,,0.5,,
2025-07-18T23:03:29.333969,single_property,7222,5.756139755249023,200,32,100505,True,,baseline,,0.5,,
2025-07-18T23:03:29.339748,single_property,7223,6.916999816894531,200,32,99461,True,,baseline,,0.5,,
2025-07-18T23:03:29.346690,single_property,7224,6.5860748291015625,200,32,101389,True,,baseline,,0.5,,
2025-07-18T23:03:29.353300,single_property,7225,4.47535514831543,200,32,98433,True,,baseline,,0.5,,
2025-07-18T23:03:29.357792,single_property,7226,6.331920623779297,200,32,98797,True,,baseline,,0.5,,
2025-07-18T23:03:29.364147,single_property,7227,3.3690929412841797,200,32,97117,True,,baseline,,0.5,,
2025-07-18T23:03:29.367537,single_property,7228,4.997491836547852,200,32,100464,True,,baseline,,0.5,,
2025-07-18T23:03:29.372619,single_property,7229,5.127668380737305,200,32,100430,True,,high_threshold,,0.7,,
2025-07-18T23:03:29.377774,single_property,7230,5.783557891845703,200,32,85979,True,,high_threshold,,0.7,,
2025-07-18T23:03:29.383586,single_property,7231,4.914283752441406,200,32,50944,True,,high_threshold,,0.7,,
2025-07-18T23:03:29.388521,single_property,7232,5.677700042724609,200,32,100339,True,,high_threshold,,0.7,,
2025-07-18T23:03:29.394226,single_property,7233,5.482673645019531,200,32,99577,True,,high_threshold,,0.7,,
2025-07-18T23:03:29.399732,single_property,7234,5.264520645141602,200,32,99598,True,,high_threshold,,0.7,,
2025-07-18T23:03:29.405028,single_property,7235,5.413055419921875,200,32,98295,True,,high_threshold,,0.7,,
2025-07-18T23:03:29.410475,single_property,7236,6.256580352783203,200,32,70044,True,,high_threshold,,0.7,,
2025-07-18T23:03:29.416751,single_property,7237,4.147529602050781,200,32,33600,True,,high_threshold,,0.7,,
2025-07-18T23:03:29.420916,single_property,7238,3.551959991455078,200,32,100924,True,,high_threshold,,0.7,,
2025-07-18T23:03:29.424520,single_property,7239,5.517721176147461,200,32,66457,True,,high_threshold,,0.7,,
2025-07-18T23:03:29.430058,single_property,7240,5.700826644897461,200,32,75622,True,,high_threshold,,0.7,,
2025-07-18T23:03:29.435788,single_property,7241,6.11114501953125,200,32,67865,True,,high_threshold,,0.7,,
2025-07-18T23:03:29.441925,single_property,7242,5.7773590087890625,200,32,71656,True,,high_threshold,,0.7,,
2025-07-18T23:03:29.447728,single_property,7243,4.23121452331543,200,32,64955,True,,high_threshold,,0.7,,
2025-07-18T23:03:29.452038,single_property,7244,5.4988861083984375,200,32,87309,True,,high_threshold,,0.7,,
2025-07-18T23:03:29.457560,single_property,7245,6.252288818359375,200,32,33623,True,,high_threshold,,0.7,,
2025-07-18T23:03:29.463832,single_property,7246,4.497289657592773,200,32,100100,True,,high_threshold,,0.7,,
2025-07-18T23:03:29.468350,single_property,7247,3.7336349487304688,200,32,100629,True,,high_threshold,,0.7,,
2025-07-18T23:03:29.472104,single_property,7248,6.26683235168457,200,32,43038,True,,high_threshold,,0.7,,
2025-07-18T23:03:29.478464,single_property,7249,5.997657775878906,200,32,100214,True,,high_threshold,,0.7,,
2025-07-18T23:03:29.484488,single_property,7250,6.722688674926758,200,32,92010,True,,high_threshold,,0.7,,
2025-07-18T23:03:29.491277,single_property,7251,6.950616836547852,200,32,99683,True,,high_threshold,,0.7,,
2025-07-18T23:03:29.498256,single_property,7252,4.189491271972656,200,32,92803,True,,high_threshold,,0.7,,
2025-07-18T23:03:29.502470,single_property,7253,5.630970001220703,200,32,99466,True,,high_threshold,,0.7,,
2025-07-18T23:03:29.508132,single_property,7254,6.09588623046875,200,32,38296,True,,high_threshold,,0.7,,
2025-07-18T23:03:29.514255,single_property,7255,4.00233268737793,200,32,91530,True,,high_threshold,,0.7,,
2025-07-18T23:03:29.518279,single_property,7256,6.335020065307617,200,32,66281,True,,high_threshold,,0.7,,
2025-07-18T23:03:29.524712,single_property,7257,4.754543304443359,200,44,4929,True,,top_k_5,5,0.5,,
2025-07-18T23:03:29.529486,single_property,7258,5.761384963989258,200,44,5032,True,,top_k_5,5,0.5,,
2025-07-18T23:03:29.535268,single_property,7259,5.2490234375,200,44,5039,True,,top_k_5,5,0.5,,
2025-07-18T23:03:29.540535,single_property,7260,5.450725555419922,200,44,5080,True,,top_k_5,5,0.5,,
2025-07-18T23:03:29.546014,single_property,7261,4.164695739746094,200,44,5042,True,,top_k_5,5,0.5,,
2025-07-18T23:03:29.550193,single_property,7262,4.1522979736328125,200,44,4963,True,,top_k_5,5,0.5,,
2025-07-18T23:03:29.554358,single_property,7263,5.448818206787109,200,44,5038,True,,top_k_5,5,0.5,,
2025-07-18T23:03:29.559837,single_property,7264,5.0983428955078125,200,44,4937,True,,top_k_5,5,0.5,,
2025-07-18T23:03:29.564952,single_property,7265,4.568576812744141,200,44,5080,True,,top_k_5,5,0.5,,
2025-07-18T23:03:29.569549,single_property,7266,4.495143890380859,200,44,4904,True,,top_k_5,5,0.5,,
2025-07-18T23:03:29.574102,single_property,7267,5.023002624511719,200,44,4886,True,,top_k_5,5,0.5,,
2025-07-18T23:03:29.579145,single_property,7268,4.524469375610352,200,44,5224,True,,top_k_5,5,0.5,,
2025-07-18T23:03:29.583689,single_property,7269,4.56547737121582,200,44,4827,True,,top_k_5,5,0.5,,
2025-07-18T23:03:29.588274,single_property,7270,4.819631576538086,200,44,5080,True,,top_k_5,5,0.5,,
2025-07-18T23:03:29.593123,single_property,7271,5.285024642944336,200,44,4980,True,,top_k_5,5,0.5,,
2025-07-18T23:03:29.598427,single_property,7272,4.122495651245117,200,44,5086,True,,top_k_5,5,0.5,,
2025-07-18T23:03:29.602565,single_property,7273,4.734039306640625,200,44,5081,True,,top_k_5,5,0.5,,
2025-07-18T23:03:29.607316,single_property,7274,5.148887634277344,200,44,5000,True,,top_k_5,5,0.5,,
2025-07-18T23:03:29.612498,single_property,7275,5.321502685546875,200,44,5052,True,,top_k_5,5,0.5,,
2025-07-18T23:03:29.617839,single_property,7276,4.62031364440918,200,44,4896,True,,top_k_5,5,0.5,,
2025-07-18T23:03:29.622509,single_property,7277,5.008935928344727,200,44,5014,True,,top_k_5,5,0.5,,
2025-07-18T23:03:29.627538,single_property,7278,4.567146301269531,200,44,5034,True,,top_k_5,5,0.5,,
2025-07-18T23:03:29.632123,single_property,7279,4.300832748413086,200,44,5112,True,,top_k_5,5,0.5,,
2025-07-18T23:03:29.636440,single_property,7280,5.128145217895508,200,44,4789,True,,top_k_5,5,0.5,,
2025-07-18T23:03:29.641588,single_property,7281,5.295515060424805,200,44,5027,True,,top_k_5,5,0.5,,
2025-07-18T23:03:29.646903,single_property,7282,4.519462585449219,200,44,5038,True,,top_k_5,5,0.5,,
2025-07-18T23:03:29.651438,single_property,7283,4.302978515625,200,44,4975,True,,top_k_5,5,0.5,,
2025-07-18T23:03:29.655755,single_property,7284,4.639625549316406,200,44,4998,True,,top_k_5,5,0.5,,
2025-07-18T23:03:29.660586,single_property,7285,4.894495010375977,200,45,10408,True,,top_k_10,10,0.5,,
2025-07-18T23:03:29.665495,single_property,7286,3.914356231689453,200,45,9819,True,,top_k_10,10,0.5,,
2025-07-18T23:03:29.669428,single_property,7287,3.9529800415039062,200,45,10003,True,,top_k_10,10,0.5,,
2025-07-18T23:03:29.673405,single_property,7288,5.097150802612305,200,45,10203,True,,top_k_10,10,0.5,,
2025-07-18T23:03:29.678532,single_property,7289,5.167722702026367,200,45,10095,True,,top_k_10,10,0.5,,
2025-07-18T23:03:29.683716,single_property,7290,4.199981689453125,200,45,10304,True,,top_k_10,10,0.5,,
2025-07-18T23:03:29.687930,single_property,7291,6.588459014892578,200,45,10196,True,,top_k_10,10,0.5,,
2025-07-18T23:03:29.694539,single_property,7292,3.3845901489257812,200,45,9886,True,,top_k_10,10,0.5,,
2025-07-18T23:03:29.697940,single_property,7293,4.361867904663086,200,45,9994,True,,top_k_10,10,0.5,,
2025-07-18T23:03:29.702317,single_property,7294,4.5757293701171875,200,45,10002,True,,top_k_10,10,0.5,,
2025-07-18T23:03:29.706955,single_property,7295,5.684614181518555,200,45,10334,True,,top_k_10,10,0.5,,
2025-07-18T23:03:29.712666,single_property,7296,5.49626350402832,200,45,9783,True,,top_k_10,10,0.5,,
2025-07-18T23:03:29.718183,single_property,7297,3.9539337158203125,200,45,9915,True,,top_k_10,10,0.5,,
2025-07-18T23:03:29.722151,single_property,7298,4.351615905761719,200,45,9789,True,,top_k_10,10,0.5,,
2025-07-18T23:03:29.726534,single_property,7299,5.824089050292969,200,45,9958,True,,top_k_10,10,0.5,,
2025-07-18T23:03:29.732378,single_property,7300,4.69970703125,200,45,10117,True,,top_k_10,10,0.5,,
2025-07-18T23:03:29.737093,single_property,7301,4.776716232299805,200,45,9905,True,,top_k_10,10,0.5,,
2025-07-18T23:03:29.741890,single_property,7302,4.626274108886719,200,45,10060,True,,top_k_10,10,0.5,,
2025-07-18T23:03:29.746537,single_property,7303,4.584550857543945,200,45,9908,True,,top_k_10,10,0.5,,
2025-07-18T23:03:29.751136,single_property,7304,4.595756530761719,200,45,9864,True,,top_k_10,10,0.5,,
2025-07-18T23:03:29.755777,single_property,7305,4.610300064086914,200,45,9904,True,,top_k_10,10,0.5,,
2025-07-18T23:03:29.760405,single_property,7306,5.366325378417969,200,45,9927,True,,top_k_10,10,0.5,,
2025-07-18T23:03:29.765791,single_property,7307,5.272388458251953,200,45,9981,True,,top_k_10,10,0.5,,
2025-07-18T23:03:29.771083,single_property,7308,8.99362564086914,200,45,9705,True,,top_k_10,10,0.5,,
2025-07-18T23:03:29.780098,single_property,7309,4.192352294921875,200,45,10134,True,,top_k_10,10,0.5,,
2025-07-18T23:03:29.784307,single_property,7310,5.023956298828125,200,45,10301,True,,top_k_10,10,0.5,,
