timestamp,endpoint,property_id,response_time_ms,status_code,request_size_bytes,response_size_bytes,success,error_message
2025-07-18T23:00:58.631563,single_property,7228,6.063222885131836,200,32,89489,True,
2025-07-18T23:00:58.637728,single_property,7229,5.545854568481445,200,44,5081,True,
2025-07-18T23:00:58.643303,single_property,7230,5.264997482299805,200,44,5141,True,
2025-07-18T23:00:58.648596,single_property,7231,4.728555679321289,200,44,5080,True,
2025-07-18T23:00:58.653346,single_property,7232,6.186962127685547,200,44,5169,True,
2025-07-18T23:00:58.659562,single_property,7233,6.021022796630859,200,44,5024,True,
2025-07-18T23:00:58.665603,single_property,7234,4.908561706542969,200,44,4986,True,
2025-07-18T23:00:58.670538,single_property,7235,6.181240081787109,200,44,4963,True,
2025-07-18T23:00:58.676747,single_property,7236,5.9146881103515625,200,44,5150,True,
2025-07-18T23:00:58.682691,single_property,7237,4.717826843261719,200,44,4978,True,
2025-07-18T23:00:58.687430,single_property,7238,4.772186279296875,200,44,5137,True,
2025-07-18T23:00:58.692267,single_property,7239,4.773378372192383,200,44,5040,True,
2025-07-18T23:00:58.697061,single_property,7240,6.470203399658203,200,44,4960,True,
2025-07-18T23:00:58.703587,single_property,7241,6.875514984130859,200,44,4886,True,
2025-07-18T23:00:58.710493,single_property,7242,7.067680358886719,200,44,5181,True,
2025-07-18T23:00:58.717747,single_property,7243,5.275487899780273,200,45,9725,True,
2025-07-18T23:00:58.723052,single_property,7244,6.887197494506836,200,45,9958,True,
2025-07-18T23:00:58.729976,single_property,7245,6.794452667236328,200,45,9973,True,
2025-07-18T23:00:58.736802,single_property,7246,4.94694709777832,200,45,10002,True,
2025-07-18T23:00:58.741776,single_property,7247,5.55872917175293,200,45,10150,True,
2025-07-18T23:00:58.747356,single_property,7248,3.840923309326172,200,45,9893,True,
2025-07-18T23:00:58.751220,single_property,7249,4.380226135253906,200,45,10031,True,
2025-07-18T23:00:58.755621,single_property,7250,6.46519660949707,200,45,10214,True,
2025-07-18T23:00:58.762107,single_property,7251,3.4978389739990234,200,45,9879,True,
2025-07-18T23:00:58.765624,single_property,7252,3.932952880859375,200,45,10120,True,
2025-07-18T23:00:58.769609,single_property,7253,3.536224365234375,200,45,9952,True,
2025-07-18T23:00:58.773166,single_property,7254,6.981611251831055,200,45,10025,True,
2025-07-18T23:00:58.780170,single_property,7255,4.3811798095703125,200,45,9958,True,
2025-07-18T23:00:58.784572,single_property,7256,4.101276397705078,200,45,10200,True,
2025-07-18T23:00:58.788804,single_property,7257,6.8607330322265625,200,45,49238,True,
2025-07-18T23:00:58.795690,single_property,7258,4.629611968994141,200,45,49238,True,
2025-07-18T23:00:58.800339,single_property,7259,4.486799240112305,200,45,49146,True,
2025-07-18T23:00:58.804847,single_property,7260,5.570888519287109,200,45,50335,True,
2025-07-18T23:00:58.810450,single_property,7261,6.222963333129883,200,45,49789,True,
2025-07-18T23:00:58.816698,single_property,7262,3.3998489379882812,200,45,50078,True,
2025-07-18T23:00:58.820114,single_property,7263,5.898714065551758,200,45,49751,True,
2025-07-18T23:00:58.826046,single_property,7264,6.726741790771484,200,45,49206,True,
2025-07-18T23:00:58.832795,single_property,7265,3.581523895263672,200,45,49361,True,
2025-07-18T23:00:58.836399,single_property,7266,3.5016536712646484,200,45,48997,True,
2025-07-18T23:00:58.839989,single_property,7267,4.296541213989258,200,45,50024,True,
2025-07-18T23:00:58.844308,single_property,7268,6.064891815185547,200,45,49887,True,
2025-07-18T23:00:58.850402,single_property,7269,3.759145736694336,200,45,49159,True,
2025-07-18T23:00:58.854177,single_property,7270,6.2694549560546875,200,45,49127,True,
2025-07-18T23:00:58.860512,single_property,7271,6.278038024902344,200,46,99105,True,
2025-07-18T23:00:58.866820,single_property,7272,4.472970962524414,200,46,98886,True,
2025-07-18T23:00:58.871315,single_property,7273,7.936954498291016,200,46,99604,True,
2025-07-18T23:00:58.879323,single_property,7274,5.676984786987305,200,46,98331,True,
2025-07-18T23:00:58.885031,single_property,7275,7.879734039306641,200,46,98697,True,
2025-07-18T23:00:58.892942,single_property,7276,6.529331207275391,200,46,99316,True,
2025-07-18T23:00:58.899491,single_property,7277,5.982160568237305,200,46,98146,True,
2025-07-18T23:00:58.905493,single_property,7278,6.6089630126953125,200,46,99338,True,
2025-07-18T23:00:58.912125,single_property,7279,3.558635711669922,200,46,100227,True,
2025-07-18T23:00:58.915699,single_property,7280,4.824161529541016,200,46,96130,True,
2025-07-18T23:00:58.920568,single_property,7281,3.9637088775634766,200,46,98302,True,
2025-07-18T23:00:58.924555,single_property,7282,5.442619323730469,200,46,98684,True,
2025-07-18T23:00:58.930022,single_property,7283,5.61976432800293,200,46,100436,True,
2025-07-18T23:00:58.935671,single_property,7284,6.916046142578125,200,46,97615,True,
2025-07-18T23:00:58.942688,single_property,7285,4.432439804077148,200,44,5182,True,
2025-07-18T23:00:58.947138,single_property,7286,3.088235855102539,200,44,5006,True,
2025-07-18T23:00:58.950243,single_property,7287,3.9224624633789062,200,44,4979,True,
2025-07-18T23:00:58.954184,single_property,7288,5.902290344238281,200,44,5087,True,
2025-07-18T23:00:58.960107,single_property,7289,4.81867790222168,200,44,5199,True,
2025-07-18T23:00:58.964945,single_property,7290,4.592657089233398,200,44,5175,True,
2025-07-18T23:00:58.969554,single_property,7291,5.402088165283203,200,44,5062,True,
2025-07-18T23:00:58.974976,single_property,7292,4.967451095581055,200,44,5013,True,
2025-07-18T23:00:58.979992,single_property,7293,4.669427871704102,200,44,4894,True,
2025-07-18T23:00:58.984649,single_property,7294,5.35130500793457,200,44,4959,True,
2025-07-18T23:00:58.990068,single_property,7295,4.250526428222656,200,44,5152,True,
2025-07-18T23:00:58.994347,single_property,7296,4.622220993041992,200,44,4839,True,
2025-07-18T23:00:58.998990,single_property,7297,6.073236465454102,200,44,4955,True,
2025-07-18T23:00:59.005170,single_property,7298,4.765748977661133,200,44,4989,True,
2025-07-18T23:00:59.010122,single_property,7299,6.331682205200195,200,45,9958,True,
2025-07-18T23:00:59.016482,single_property,7300,6.045818328857422,200,45,10117,True,
2025-07-18T23:00:59.022554,single_property,7301,4.430055618286133,200,45,9905,True,
2025-07-18T23:00:59.027013,single_property,7302,5.805015563964844,200,45,10060,True,
2025-07-18T23:00:59.032845,single_property,7303,4.257678985595703,200,45,9908,True,
2025-07-18T23:00:59.037119,single_property,7304,5.6133270263671875,200,45,9864,True,
2025-07-18T23:00:59.042753,single_property,7305,3.998994827270508,200,45,9904,True,
2025-07-18T23:00:59.046780,single_property,7306,5.426645278930664,200,45,9927,True,
2025-07-18T23:00:59.052226,single_property,7307,5.334138870239258,200,45,9981,True,
2025-07-18T23:00:59.057586,single_property,7308,5.395412445068359,200,45,9705,True,
2025-07-18T23:00:59.063034,single_property,7309,5.11479377746582,200,45,10134,True,
2025-07-18T23:00:59.068175,single_property,7310,5.918979644775391,200,45,10301,True,
2025-07-18T23:00:59.074135,single_property,7311,5.597114562988281,200,45,9540,True,
2025-07-18T23:00:59.079762,single_property,7312,5.337715148925781,200,45,9982,True,
2025-07-18T23:00:59.085181,single_property,7313,4.784822463989258,200,45,49169,True,
2025-07-18T23:00:59.089994,single_property,7314,4.882574081420898,200,45,50920,True,
2025-07-18T23:00:59.094898,single_property,7315,5.2032470703125,200,45,48747,True,
2025-07-18T23:00:59.100124,single_property,7316,4.863977432250977,200,45,48540,True,
2025-07-18T23:00:59.105009,single_property,7317,5.8765411376953125,200,45,49813,True,
2025-07-18T23:00:59.110910,single_property,7318,4.316568374633789,200,45,50172,True,
2025-07-18T23:00:59.115246,single_property,7319,5.815744400024414,200,45,49260,True,
2025-07-18T23:00:59.121081,single_property,7320,4.760503768920898,200,45,49365,True,
2025-07-18T23:00:59.125866,single_property,7321,5.572080612182617,200,45,49751,True,
2025-07-18T23:00:59.131461,single_property,7322,4.223823547363281,200,45,50704,True,
2025-07-18T23:00:59.135800,single_property,7323,5.09333610534668,200,45,49758,True,
2025-07-18T23:00:59.140913,single_property,7324,4.300594329833984,200,45,50408,True,
2025-07-18T23:00:59.145236,single_property,7325,5.218267440795898,200,45,48687,True,
2025-07-18T23:00:59.150477,single_property,7326,6.165504455566406,200,45,49944,True,
2025-07-18T23:00:59.156714,single_property,7327,5.422353744506836,200,46,89814,True,
2025-07-18T23:00:59.162158,single_property,7328,6.1435699462890625,200,46,50600,True,
2025-07-18T23:00:59.168326,single_property,7329,3.923177719116211,200,46,47249,True,
2025-07-18T23:00:59.172266,single_property,7330,4.657506942749023,200,46,63479,True,
2025-07-18T23:00:59.176952,single_property,7331,5.518913269042969,200,46,67154,True,
2025-07-18T23:00:59.182498,single_property,7332,6.254673004150391,200,46,95601,True,
2025-07-18T23:00:59.188773,single_property,7333,5.950927734375,200,46,83669,True,
2025-07-18T23:00:59.194748,single_property,7334,4.635810852050781,200,46,100501,True,
2025-07-18T23:00:59.199411,single_property,7335,5.472421646118164,200,46,67351,True,
2025-07-18T23:00:59.204903,single_property,7336,4.636049270629883,200,46,87815,True,
2025-07-18T23:00:59.209593,single_property,7337,4.929304122924805,200,46,68975,True,
2025-07-18T23:00:59.214541,single_property,7338,5.032539367675781,200,46,100013,True,
2025-07-18T23:00:59.219602,single_property,7339,4.827737808227539,200,46,45570,True,
2025-07-18T23:00:59.224461,single_property,7340,5.522012710571289,200,46,54952,True,
2025-07-18T23:00:59.230064,single_property,7341,4.482507705688477,200,67,5108,True,
2025-07-18T23:00:59.234563,single_property,7342,5.677938461303711,200,67,5102,True,
2025-07-18T23:00:59.240268,single_property,7343,6.381988525390625,200,67,4923,True,
2025-07-18T23:00:59.246672,single_property,7344,5.36036491394043,200,67,5183,True,
2025-07-18T23:00:59.252053,single_property,7345,5.781888961791992,200,67,5117,True,
2025-07-18T23:00:59.257855,single_property,7346,5.7849884033203125,200,67,5111,True,
2025-07-18T23:00:59.263660,single_property,7347,4.35948371887207,200,67,5160,True,
2025-07-18T23:00:59.268042,single_property,7348,4.648685455322266,200,67,5167,True,
2025-07-18T23:00:59.272708,single_property,7349,5.418300628662109,200,67,5057,True,
2025-07-18T23:00:59.278157,single_property,7350,5.261421203613281,200,67,5029,True,
2025-07-18T23:00:59.283469,single_property,7351,6.285667419433594,200,67,5155,True,
2025-07-18T23:00:59.289783,single_property,7352,4.589319229125977,200,67,4943,True,
2025-07-18T23:00:59.294393,single_property,7353,4.370212554931641,200,67,5062,True,
2025-07-18T23:00:59.298785,single_property,7354,5.4950714111328125,200,67,5057,True,
2025-07-18T23:00:59.304340,single_property,7355,5.185127258300781,200,68,10165,True,
2025-07-18T23:00:59.309550,single_property,7356,4.094362258911133,200,68,10039,True,
2025-07-18T23:00:59.313666,single_property,7357,5.767345428466797,200,68,10081,True,
2025-07-18T23:00:59.319460,single_property,7358,6.737470626831055,200,68,10210,True,
2025-07-18T23:00:59.326219,single_property,7359,5.358695983886719,200,68,9806,True,
2025-07-18T23:00:59.331601,single_property,7360,5.524873733520508,200,68,10065,True,
2025-07-18T23:00:59.337158,single_property,7361,7.035732269287109,200,68,9850,True,
2025-07-18T23:00:59.344245,single_property,7362,6.956577301025391,200,68,10001,True,
2025-07-18T23:00:59.351222,single_property,7363,5.755186080932617,200,68,9915,True,
2025-07-18T23:00:59.357015,single_property,7364,6.085395812988281,200,68,10171,True,
2025-07-18T23:00:59.363192,single_property,7365,6.934404373168945,200,68,9680,True,
2025-07-18T23:00:59.370149,single_property,7366,5.140542984008789,200,68,9979,True,
2025-07-18T23:00:59.375320,single_property,7367,6.341218948364258,200,68,10112,True,
2025-07-18T23:00:59.381683,single_property,7368,6.002902984619141,200,68,9816,True,
2025-07-18T23:00:59.387749,single_property,7369,5.543231964111328,200,68,40632,True,
2025-07-18T23:00:59.393312,single_property,7370,5.247592926025391,200,68,49519,True,
2025-07-18T23:00:59.398582,single_property,7371,4.552602767944336,200,68,49273,True,
2025-07-18T23:00:59.403158,single_property,7372,5.146265029907227,200,68,49746,True,
2025-07-18T23:00:59.408330,single_property,7373,4.547595977783203,200,68,49151,True,
2025-07-18T23:00:59.412901,single_property,7374,5.419731140136719,200,68,51228,True,
2025-07-18T23:00:59.418346,single_property,7375,5.034685134887695,200,68,49761,True,
2025-07-18T23:00:59.423409,single_property,7376,6.217241287231445,200,68,43497,True,
2025-07-18T23:00:59.429652,single_property,7377,4.615306854248047,200,68,51231,True,
2025-07-18T23:00:59.434290,single_property,7378,4.433155059814453,200,68,49645,True,
2025-07-18T23:00:59.438781,single_property,7379,5.115509033203125,200,68,50718,True,
2025-07-18T23:00:59.443923,single_property,7380,4.060506820678711,200,68,49854,True,
2025-07-18T23:00:59.448007,single_property,7381,4.452228546142578,200,68,51264,True,
2025-07-18T23:00:59.452484,single_property,7382,4.982471466064453,200,68,48965,True,
2025-07-18T23:00:59.457594,single_property,7383,6.719112396240234,200,69,86850,True,
2025-07-18T23:00:59.464335,single_property,7384,6.821870803833008,200,69,99452,True,
2025-07-18T23:00:59.471186,single_property,7385,4.819393157958984,200,69,52227,True,
2025-07-18T23:00:59.476030,single_property,7386,5.544185638427734,200,69,98517,True,
2025-07-18T23:00:59.481599,single_property,7387,5.68699836730957,200,69,80422,True,
2025-07-18T23:00:59.487308,single_property,7388,6.890296936035156,200,69,77475,True,
2025-07-18T23:00:59.494231,single_property,7389,6.221532821655273,200,69,78677,True,
2025-07-18T23:00:59.500476,single_property,7390,6.109476089477539,200,69,59584,True,
2025-07-18T23:00:59.506609,single_property,7391,5.226612091064453,200,69,87060,True,
2025-07-18T23:00:59.511857,single_property,7392,4.958391189575195,200,69,81066,True,
2025-07-18T23:00:59.516875,single_property,7393,5.283355712890625,200,69,90217,True,
2025-07-18T23:00:59.522180,single_property,7394,6.308794021606445,200,69,97843,True,
2025-07-18T23:00:59.528514,single_property,7395,5.235910415649414,200,69,99150,True,
2025-07-18T23:00:59.533770,single_property,7396,3.9114952087402344,200,69,69655,True,
2025-07-18T23:00:59.537792,bulk_recommendations,,5.096912384033203,200,74,99541,True,
2025-07-18T23:00:59.542929,bulk_recommendations,,7.071256637573242,200,80,149635,True,
2025-07-18T23:00:59.550036,bulk_recommendations,,6.3228607177734375,200,86,199001,True,
2025-07-18T23:00:59.556427,bulk_recommendations,,7.612943649291992,200,92,249618,True,
2025-07-18T23:00:59.564101,bulk_recommendations,,6.433248519897461,200,74,99541,True,
2025-07-18T23:00:59.570605,bulk_recommendations,,5.166053771972656,200,80,149638,True,
2025-07-18T23:00:59.575803,bulk_recommendations,,6.1397552490234375,200,86,199004,True,
2025-07-18T23:00:59.582041,bulk_recommendations,,5.295753479003906,200,86,10112,True,
2025-07-18T23:00:59.587366,bulk_recommendations,,6.433725357055664,200,92,15164,True,
2025-07-18T23:00:59.593831,bulk_recommendations,,6.444692611694336,200,98,20134,True,
2025-07-18T23:00:59.600305,bulk_recommendations,,7.654905319213867,200,104,25291,True,
2025-07-18T23:00:59.608046,bulk_recommendations,,5.232334136962891,200,86,10112,True,
2025-07-18T23:00:59.613355,bulk_recommendations,,6.224632263183594,200,92,15164,True,
2025-07-18T23:00:59.619612,bulk_recommendations,,6.453037261962891,200,98,20134,True,
2025-07-18T23:00:59.626160,bulk_recommendations,,5.566835403442383,200,87,19888,True,
2025-07-18T23:00:59.631759,bulk_recommendations,,6.443500518798828,200,93,29998,True,
2025-07-18T23:00:59.638238,bulk_recommendations,,8.13150405883789,200,99,39922,True,
2025-07-18T23:00:59.646404,bulk_recommendations,,10.759353637695312,200,105,50134,True,
2025-07-18T23:00:59.657195,bulk_recommendations,,6.9751739501953125,200,87,19888,True,
2025-07-18T23:00:59.664240,bulk_recommendations,,4.955053329467773,200,93,30001,True,
2025-07-18T23:00:59.669224,bulk_recommendations,,6.66356086730957,200,99,39922,True,
2025-07-18T23:00:59.676001,bulk_recommendations,,5.738496780395508,200,87,99541,True,
2025-07-18T23:00:59.681769,bulk_recommendations,,5.7830810546875,200,93,149638,True,
2025-07-18T23:00:59.687584,bulk_recommendations,,5.550861358642578,200,99,199004,True,
2025-07-18T23:00:59.693178,bulk_recommendations,,7.779598236083984,200,105,249618,True,
2025-07-18T23:00:59.701029,bulk_recommendations,,6.625890731811523,200,87,99541,True,
2025-07-18T23:00:59.707802,bulk_recommendations,,7.771015167236328,200,93,149638,True,
2025-07-18T23:00:59.715618,bulk_recommendations,,6.262540817260742,200,99,199001,True,
2025-07-18T23:00:59.721993,bulk_recommendations,,6.620645523071289,200,88,99541,True,
2025-07-18T23:00:59.728645,bulk_recommendations,,6.537914276123047,200,94,149635,True,
2025-07-18T23:00:59.735215,bulk_recommendations,,6.901025772094727,200,100,199004,True,
2025-07-18T23:00:59.742177,bulk_recommendations,,7.266998291015625,200,106,249618,True,
2025-07-18T23:00:59.749505,bulk_recommendations,,5.501508712768555,200,88,99541,True,
2025-07-18T23:00:59.755083,bulk_recommendations,,5.995273590087891,200,94,149638,True,
2025-07-18T23:00:59.761113,bulk_recommendations,,8.34202766418457,200,100,199004,True,
2025-07-18T23:00:59.769573,bulk_recommendations,,4.640102386474609,200,109,10112,True,
2025-07-18T23:00:59.774252,bulk_recommendations,,6.494045257568359,200,115,15164,True,
2025-07-18T23:00:59.780778,bulk_recommendations,,6.362199783325195,200,121,20134,True,
2025-07-18T23:00:59.787196,bulk_recommendations,,7.720470428466797,200,127,25291,True,
2025-07-18T23:00:59.794957,bulk_recommendations,,5.952358245849609,200,109,10112,True,
2025-07-18T23:00:59.800981,bulk_recommendations,,7.141590118408203,200,115,15164,True,
2025-07-18T23:00:59.808153,bulk_recommendations,,6.044149398803711,200,121,20134,True,
2025-07-18T23:00:59.814389,bulk_recommendations,,6.078243255615234,200,110,19888,True,
2025-07-18T23:00:59.820512,bulk_recommendations,,5.440473556518555,200,116,30001,True,
2025-07-18T23:00:59.825983,bulk_recommendations,,5.945682525634766,200,122,39922,True,
2025-07-18T23:00:59.831961,bulk_recommendations,,6.768465042114258,200,128,50134,True,
2025-07-18T23:00:59.838763,bulk_recommendations,,5.452156066894531,200,110,19885,True,
2025-07-18T23:00:59.844297,bulk_recommendations,,5.741119384765625,200,116,30001,True,
2025-07-18T23:00:59.850074,bulk_recommendations,,4.353523254394531,200,122,39922,True,
