timestamp,endpoint,contact_id,response_time_ms,status_code,request_size_bytes,response_size_bytes,success,error_message
2025-07-18T21:31:13.065398,single_contact,2087,0.5974769592285156,200,13,10003,True,
2025-07-18T21:31:13.066026,single_contact,2088,0.591278076171875,200,13,10206,True,
2025-07-18T21:31:13.066650,single_contact,2089,0.6208419799804688,200,13,10095,True,
2025-07-18T21:31:13.067300,single_contact,2090,0.5369186401367188,200,13,10304,True,
2025-07-18T21:31:13.067864,single_contact,2091,1.2221336364746094,200,13,10196,True,
2025-07-18T21:31:13.069161,single_contact,2092,1.0828971862792969,200,13,9886,True,
2025-07-18T21:31:13.070294,single_contact,2093,1.012563705444336,200,13,9994,True,
2025-07-18T21:31:13.071349,single_contact,2094,0.9870529174804688,200,13,10002,True,
2025-07-18T21:31:13.072381,single_contact,2095,1.0297298431396484,200,13,10334,True,
2025-07-18T21:31:13.073457,single_contact,2096,0.6380081176757812,200,13,9783,True,
2025-07-18T21:31:13.074126,single_contact,2097,0.5023479461669922,200,13,9915,True,
2025-07-18T21:31:13.074655,single_contact,2098,0.6098747253417969,200,13,9789,True,
2025-07-18T21:31:13.075296,single_contact,2099,0.6465911865234375,200,13,9958,True,
2025-07-18T21:31:13.076000,single_contact,2100,0.60272216796875,200,13,10117,True,
2025-07-18T21:31:13.076632,single_contact,2101,0.7572174072265625,200,13,9905,True,
2025-07-18T21:31:13.077419,single_contact,2102,0.6339550018310547,200,13,10060,True,
2025-07-18T21:31:13.078084,single_contact,2103,0.7410049438476562,200,13,9908,True,
2025-07-18T21:31:13.078855,single_contact,2104,0.5710124969482422,200,13,9864,True,
2025-07-18T21:31:13.079458,single_contact,2105,0.4820823669433594,200,13,9904,True,
2025-07-18T21:31:13.079998,single_contact,2106,0.4754066467285156,200,13,9927,True,
2025-07-18T21:31:13.080500,single_contact,2107,0.4436969757080078,200,13,9981,True,
2025-07-18T21:31:13.080969,single_contact,2108,0.621795654296875,200,13,9705,True,
2025-07-18T21:31:13.081623,single_contact,2109,0.5693435668945312,200,13,10134,True,
2025-07-18T21:31:13.082219,single_contact,2110,0.6239414215087891,200,13,10301,True,
2025-07-18T21:31:13.082871,single_contact,2111,0.518798828125,200,13,9540,True,
2025-07-18T21:31:13.083417,single_contact,2112,0.8175373077392578,200,13,9982,True,
2025-07-18T21:31:13.084271,single_contact,2113,0.8504390716552734,200,13,9894,True,
2025-07-18T21:31:13.085162,single_contact,2114,0.8375644683837891,200,13,10345,True,
2025-07-18T21:31:13.086038,single_contact,2115,0.8044242858886719,200,13,9893,True,
2025-07-18T21:31:13.086884,single_contact,2116,0.8060932159423828,200,13,9936,True,
2025-07-18T21:31:13.087724,single_contact,2117,0.9484291076660156,200,13,10343,True,
2025-07-18T21:31:13.088720,single_contact,2118,0.9605884552001953,200,13,9950,True,
2025-07-18T21:31:13.089726,single_contact,2119,1.1456012725830078,200,13,10224,True,
2025-07-18T21:31:13.090910,single_contact,2120,0.8561611175537109,200,13,10066,True,
2025-07-18T21:31:13.091808,single_contact,2121,0.8151531219482422,200,13,10023,True,
2025-07-18T21:31:13.092660,single_contact,2122,0.7493495941162109,200,13,10308,True,
2025-07-18T21:31:13.093445,single_contact,2123,0.7944107055664062,200,13,9922,True,
2025-07-18T21:31:13.094274,single_contact,2124,0.6887912750244141,200,13,9949,True,
2025-07-18T21:31:13.094995,single_contact,2125,0.5695819854736328,200,13,9923,True,
2025-07-18T21:31:13.095593,single_contact,2126,0.7503032684326172,200,13,9881,True,
2025-07-18T21:31:13.096400,single_contact,2127,0.7026195526123047,200,13,9945,True,
2025-07-18T21:31:13.097132,single_contact,2128,0.8792877197265625,200,13,9960,True,
2025-07-18T21:31:13.098047,single_contact,2129,0.812530517578125,200,13,9941,True,
2025-07-18T21:31:13.098920,single_contact,2130,1.1706352233886719,200,13,10005,True,
2025-07-18T21:31:13.100126,single_contact,2131,0.8094310760498047,200,13,10004,True,
2025-07-18T21:31:13.100970,single_contact,2132,0.797271728515625,200,13,10271,True,
2025-07-18T21:31:13.101834,single_contact,2133,1.2180805206298828,200,13,10199,True,
2025-07-18T21:31:13.103125,single_contact,2134,1.1932849884033203,200,13,10173,True,
2025-07-18T21:31:13.104359,single_contact,2135,1.295328140258789,200,13,9814,True,
2025-07-18T21:31:13.105706,single_contact,2136,1.4562606811523438,200,13,9672,True,
2025-07-18T21:31:13.107250,single_contact,2137,0.9851455688476562,200,13,10327,True,
2025-07-18T21:31:13.108275,single_contact,2138,0.9067058563232422,200,13,10185,True,
2025-07-18T21:31:13.109219,single_contact,2139,0.8118152618408203,200,13,10222,True,
2025-07-18T21:31:13.110069,single_contact,2140,0.7655620574951172,200,13,9541,True,
2025-07-18T21:31:13.110876,single_contact,2141,0.9169578552246094,200,13,10098,True,
2025-07-18T21:31:13.111829,single_contact,2142,0.8137226104736328,200,13,10100,True,
2025-07-18T21:31:13.112679,single_contact,2143,0.6430149078369141,200,13,9743,True,
2025-07-18T21:31:13.113351,single_contact,2144,0.6434917449951172,200,13,10196,True,
2025-07-18T21:31:13.114025,single_contact,2145,0.5095005035400391,200,13,10122,True,
2025-07-18T21:31:13.114562,single_contact,2146,0.46515464782714844,200,13,10060,True,
2025-07-18T21:31:13.115055,single_contact,2147,0.5347728729248047,200,13,10207,True,
2025-07-18T21:31:13.115617,single_contact,2148,0.6527900695800781,200,13,9992,True,
2025-07-18T21:31:13.116301,single_contact,2149,0.6856918334960938,200,13,10209,True,
2025-07-18T21:31:13.117018,single_contact,2150,0.6344318389892578,200,13,10043,True,
2025-07-18T21:31:13.117682,single_contact,2151,0.8676052093505859,200,13,10290,True,
2025-07-18T21:31:13.118589,single_contact,2152,0.8106231689453125,200,13,9874,True,
2025-07-18T21:31:13.119435,single_contact,2153,0.8046627044677734,200,13,10168,True,
2025-07-18T21:31:13.120273,single_contact,2154,0.64849853515625,200,13,10230,True,
2025-07-18T21:31:13.120950,single_contact,2155,0.5278587341308594,200,13,10165,True,
2025-07-18T21:31:13.121505,single_contact,2156,0.6270408630371094,200,13,10039,True,
2025-07-18T21:31:13.122167,single_contact,2157,0.8075237274169922,200,13,10081,True,
2025-07-18T21:31:13.123017,single_contact,2158,1.032114028930664,200,13,10210,True,
2025-07-18T21:31:13.124096,single_contact,2159,1.163482666015625,200,13,9806,True,
2025-07-18T21:31:13.125407,single_contact,2160,1.0559558868408203,200,13,10065,True,
2025-07-18T21:31:13.126511,single_contact,2161,0.9570121765136719,200,13,9850,True,
2025-07-18T21:31:13.127505,single_contact,2162,0.6999969482421875,200,13,10001,True,
2025-07-18T21:31:13.128240,single_contact,2163,0.6816387176513672,200,13,9915,True,
2025-07-18T21:31:13.128955,single_contact,2164,0.7126331329345703,200,13,10171,True,
2025-07-18T21:31:13.129698,single_contact,2165,0.5686283111572266,200,13,9680,True,
2025-07-18T21:31:13.130300,single_contact,2166,0.4684925079345703,200,13,9979,True,
2025-07-18T21:31:13.130797,single_contact,2167,0.5407333374023438,200,13,10112,True,
2025-07-18T21:31:13.131370,single_contact,2168,0.7636547088623047,200,13,9816,True,
2025-07-18T21:31:13.132169,single_contact,2169,0.7517337799072266,200,13,9990,True,
2025-07-18T21:31:13.132956,single_contact,2170,0.6353855133056641,200,13,10077,True,
2025-07-18T21:31:13.133622,single_contact,2171,0.6194114685058594,200,13,10035,True,
2025-07-18T21:31:13.134269,single_contact,2172,0.6775856018066406,200,13,10138,True,
2025-07-18T21:31:13.134982,single_contact,2173,0.7278919219970703,200,13,9800,True,
2025-07-18T21:31:13.135744,single_contact,2174,0.6606578826904297,200,13,9978,True,
2025-07-18T21:31:13.136434,single_contact,2175,0.7796287536621094,200,13,9837,True,
2025-07-18T21:31:13.137246,single_contact,2176,0.7479190826416016,200,13,9945,True,
2025-07-18T21:31:13.138209,single_contact,2177,1.9953250885009766,200,13,10123,True,
2025-07-18T21:31:13.140315,single_contact,2178,1.3682842254638672,200,13,10122,True,
2025-07-18T21:31:13.141736,single_contact,2179,0.7431507110595703,200,13,10204,True,
2025-07-18T21:31:13.142516,single_contact,2180,0.6344318389892578,200,13,10016,True,
2025-07-18T21:31:13.143186,single_contact,2181,0.5660057067871094,200,13,10209,True,
2025-07-18T21:31:13.143782,single_contact,2182,0.6427764892578125,200,13,9873,True,
2025-07-18T21:31:13.144454,single_contact,2183,0.5714893341064453,200,13,10314,True,
2025-07-18T21:31:13.145053,single_contact,2184,0.6434917449951172,200,13,9998,True,
2025-07-18T21:31:13.145725,single_contact,2185,0.6058216094970703,200,13,10141,True,
2025-07-18T21:31:13.146363,single_contact,2186,0.7205009460449219,200,13,10117,True,
2025-07-18T21:31:13.147122,single_contact,2187,0.8919239044189453,200,13,9997,True,
2025-07-18T21:31:13.148044,single_contact,2188,0.7729530334472656,200,13,9950,True,
2025-07-18T21:31:13.148879,single_contact,2189,0.7443428039550781,200,13,10077,True,
2025-07-18T21:31:13.149670,single_contact,2190,0.7007122039794922,200,13,10115,True,
2025-07-18T21:31:13.150417,single_contact,2191,0.6802082061767578,200,13,9996,True,
2025-07-18T21:31:13.151126,single_contact,2192,0.8015632629394531,200,13,9867,True,
2025-07-18T21:31:13.152125,single_contact,2193,1.5749931335449219,200,13,9874,True,
2025-07-18T21:31:13.153779,single_contact,2194,1.6973018646240234,200,13,9997,True,
2025-07-18T21:31:13.155533,single_contact,2195,1.4729499816894531,200,13,10151,True,
2025-07-18T21:31:13.157089,single_contact,2196,1.1425018310546875,200,13,9935,True,
2025-07-18T21:31:13.158269,single_contact,2197,0.9386539459228516,200,13,10320,True,
2025-07-18T21:31:13.159250,single_contact,2198,0.7977485656738281,200,13,10040,True,
2025-07-18T21:31:13.160084,single_contact,2199,0.6620883941650391,200,13,9600,True,
2025-07-18T21:31:13.160777,single_contact,2200,6.49714469909668,200,13,9953,True,
2025-07-18T21:31:13.167464,bulk_recommendations,,8.668899536132812,200,54,974461,True,
2025-07-18T21:31:13.176212,bulk_recommendations,,10.906696319580078,200,60,1463205,True,
2025-07-18T21:31:13.187243,bulk_recommendations,,12.362957000732422,200,66,1942885,True,
2025-07-18T21:31:13.199699,bulk_recommendations,,14.745712280273438,200,72,2435200,True,
2025-07-18T21:31:13.214559,bulk_recommendations,,6.540536880493164,200,54,974458,True,
2025-07-18T21:31:13.221130,bulk_recommendations,,9.431600570678711,200,60,1463205,True,
2025-07-18T21:31:13.230598,bulk_recommendations,,11.606454849243164,200,66,1942885,True,
2025-07-18T21:31:13.242242,bulk_recommendations,,11.224746704101562,200,72,2435209,True,
2025-07-18T21:31:13.253667,bulk_recommendations,,8.170127868652344,200,54,974461,True,
2025-07-18T21:31:13.261881,bulk_recommendations,,8.878707885742188,200,60,1463211,True,
2025-07-18T21:31:13.270848,bulk_recommendations,,12.766599655151367,200,66,1942885,True,
2025-07-18T21:31:13.283649,bulk_recommendations,,14.039039611816406,200,72,2435209,True,
2025-07-18T21:31:13.297877,bulk_recommendations,,9.542226791381836,200,54,974461,True,
2025-07-18T21:31:13.307456,bulk_recommendations,,9.285449981689453,200,60,1463208,True,
2025-07-18T21:31:13.316775,bulk_recommendations,,11.287450790405273,200,66,1942879,True,
2025-07-18T21:31:13.328101,bulk_recommendations,,14.060258865356445,200,72,2435209,True,
2025-07-18T21:31:13.342420,bulk_recommendations,,9.735107421875,200,54,974464,True,
2025-07-18T21:31:13.352202,bulk_recommendations,,9.055376052856445,200,60,1463211,True,
2025-07-18T21:31:13.361293,bulk_recommendations,,10.781526565551758,200,66,1942888,True,
2025-07-18T21:31:13.372106,bulk_recommendations,,10.446548461914062,200,72,2435200,True,
2025-07-18T21:31:13.382757,bulk_recommendations,,6.442070007324219,200,54,974461,True,
2025-07-18T21:31:13.389231,bulk_recommendations,,9.679555892944336,200,60,1463205,True,
2025-07-18T21:31:13.398949,bulk_recommendations,,11.330604553222656,200,66,1942882,True,
2025-07-18T21:31:13.410314,bulk_recommendations,,11.287689208984375,200,72,2435209,True,
2025-07-18T21:31:13.421789,bulk_recommendations,,8.908271789550781,200,54,974461,True,
2025-07-18T21:31:13.430722,bulk_recommendations,,8.992433547973633,200,60,1463208,True,
2025-07-18T21:31:13.439749,bulk_recommendations,,12.010335922241211,200,66,1942879,True,
2025-07-18T21:31:13.451796,bulk_recommendations,,13.449668884277344,200,72,2435209,True,
2025-07-18T21:31:13.465406,bulk_recommendations,,7.469892501831055,200,54,974461,True,
2025-07-18T21:31:13.472904,bulk_recommendations,,7.756948471069336,200,60,1463205,True,
2025-07-18T21:31:13.480731,bulk_recommendations,,9.540796279907227,200,66,1942882,True,
2025-07-18T21:31:13.490307,bulk_recommendations,,9.929180145263672,200,72,2435206,True,
2025-07-18T21:31:13.500404,bulk_recommendations,,6.7806243896484375,200,54,974455,True,
2025-07-18T21:31:13.507214,bulk_recommendations,,9.093761444091797,200,60,1463208,True,
2025-07-18T21:31:13.516340,bulk_recommendations,,11.425971984863281,200,66,1942882,True,
2025-07-18T21:31:13.527812,bulk_recommendations,,11.771678924560547,200,72,2435206,True,
2025-07-18T21:31:13.539763,bulk_recommendations,,9.238243103027344,200,54,974464,True,
2025-07-18T21:31:13.549028,bulk_recommendations,,9.687423706054688,200,60,1463202,True,
2025-07-18T21:31:13.558748,bulk_recommendations,,9.766578674316406,200,66,1942864,True,
2025-07-18T21:31:13.568556,bulk_recommendations,,11.614322662353516,200,72,2435206,True,
2025-07-18T21:31:13.580375,bulk_recommendations,,7.188320159912109,200,54,974461,True,
2025-07-18T21:31:13.587599,bulk_recommendations,,9.619712829589844,200,60,1463208,True,
2025-07-18T21:31:13.597250,bulk_recommendations,,10.08749008178711,200,66,1942882,True,
2025-07-18T21:31:13.607374,bulk_recommendations,,11.794090270996094,200,72,2435209,True,
2025-07-18T21:31:13.619353,bulk_recommendations,,8.769512176513672,200,54,974461,True,
2025-07-18T21:31:13.628167,bulk_recommendations,,9.357213973999023,200,60,1463199,True,
2025-07-18T21:31:13.637557,bulk_recommendations,,10.222911834716797,200,66,1942885,True,
2025-07-18T21:31:13.647811,bulk_recommendations,,11.343002319335938,200,72,2435203,True,
2025-07-18T21:31:13.659321,bulk_recommendations,,8.977174758911133,200,54,974461,True,
2025-07-18T21:31:13.668326,bulk_recommendations,,8.728504180908203,200,60,1463205,True,
2025-07-18T21:31:13.677128,bulk_recommendations,,10.096311569213867,200,66,1942882,True,
2025-07-18T21:31:13.687272,bulk_recommendations,,12.223005294799805,200,72,2435209,True,
2025-07-18T21:31:13.699769,bulk_recommendations,,9.146928787231445,200,54,974464,True,
2025-07-18T21:31:13.708946,bulk_recommendations,,8.591890335083008,200,60,1463205,True,
2025-07-18T21:31:13.717567,bulk_recommendations,,9.538412094116211,200,66,1942885,True,
2025-07-18T21:31:13.727137,bulk_recommendations,,12.189388275146484,200,72,2435200,True,
2025-07-18T21:31:13.739498,bulk_recommendations,,6.409883499145508,200,54,974461,True,
2025-07-18T21:31:13.745944,bulk_recommendations,,9.95182991027832,200,60,1463205,True,
2025-07-18T21:31:13.755928,bulk_recommendations,,9.75799560546875,200,66,1942885,True,
2025-07-18T21:31:13.765716,bulk_recommendations,,10.178804397583008,200,72,2435215,True,
2025-07-18T21:31:13.776143,bulk_recommendations,,6.3686370849609375,200,54,974461,True,
2025-07-18T21:31:13.782540,bulk_recommendations,,7.449150085449219,200,60,1463208,True,
2025-07-18T21:31:13.790024,bulk_recommendations,,10.925054550170898,200,66,1942885,True,
2025-07-18T21:31:13.800983,bulk_recommendations,,12.856245040893555,200,72,2435206,True,
2025-07-18T21:31:13.814007,bulk_recommendations,,10.115623474121094,200,54,974461,True,
2025-07-18T21:31:13.824159,bulk_recommendations,,8.616447448730469,200,60,1463211,True,
2025-07-18T21:31:13.832810,bulk_recommendations,,12.176275253295898,200,66,1942885,True,
2025-07-18T21:31:13.845022,bulk_recommendations,,9.688615798950195,200,72,2435209,True,
2025-07-18T21:31:13.854888,bulk_recommendations,,6.0787200927734375,200,54,974464,True,
2025-07-18T21:31:13.860992,bulk_recommendations,,7.0648193359375,200,60,1463208,True,
2025-07-18T21:31:13.868128,bulk_recommendations,,12.118816375732422,200,66,1942879,True,
2025-07-18T21:31:13.880289,bulk_recommendations,,11.952400207519531,200,72,2435209,True,
2025-07-18T21:31:13.892422,bulk_recommendations,,6.299018859863281,200,54,974455,True,
2025-07-18T21:31:13.898752,bulk_recommendations,,10.841608047485352,200,60,1463211,True,
2025-07-18T21:31:13.909626,bulk_recommendations,,10.063648223876953,200,66,1942885,True,
2025-07-18T21:31:13.919723,bulk_recommendations,,11.37089729309082,200,72,2435212,True,
2025-07-18T21:31:13.931259,bulk_recommendations,,9.868860244750977,200,54,974461,True,
2025-07-18T21:31:13.941158,bulk_recommendations,,9.991645812988281,200,60,1463211,True,
2025-07-18T21:31:13.951183,bulk_recommendations,,11.549234390258789,200,66,1942885,True,
2025-07-18T21:31:13.962761,bulk_recommendations,,13.602495193481445,200,72,2435209,True,
2025-07-18T21:31:13.976569,bulk_recommendations,,6.26826286315918,200,54,974461,True,
2025-07-18T21:31:13.982863,bulk_recommendations,,10.358333587646484,200,60,1463205,True,
2025-07-18T21:31:13.993253,bulk_recommendations,,11.861801147460938,200,66,1942888,True,
2025-07-18T21:31:14.005152,bulk_recommendations,,11.243343353271484,200,72,2435215,True,
2025-07-18T21:31:14.016570,bulk_recommendations,,7.625102996826172,200,54,974455,True,
2025-07-18T21:31:14.024224,bulk_recommendations,,9.56416130065918,200,60,1463211,True,
2025-07-18T21:31:14.033818,bulk_recommendations,,9.71221923828125,200,66,1942882,True,
2025-07-18T21:31:14.043568,bulk_recommendations,,11.346101760864258,200,72,2435209,True,
2025-07-18T21:31:14.055082,bulk_recommendations,,8.330106735229492,200,54,974461,True,
2025-07-18T21:31:14.063440,bulk_recommendations,,10.291099548339844,200,60,1463205,True,
2025-07-18T21:31:14.073805,bulk_recommendations,,11.810302734375,200,66,1942879,True,
2025-07-18T21:31:14.085659,bulk_recommendations,,12.397050857543945,200,72,2435206,True,
2025-07-18T21:31:14.098241,bulk_recommendations,,7.335186004638672,200,54,974461,True,
2025-07-18T21:31:14.105606,bulk_recommendations,,7.328987121582031,200,60,1463202,True,
2025-07-18T21:31:14.112968,bulk_recommendations,,10.045051574707031,200,66,1942882,True,
2025-07-18T21:31:14.123043,bulk_recommendations,,11.806488037109375,200,72,2435212,True,
2025-07-18T21:31:14.135037,bulk_recommendations,,9.185314178466797,200,54,974458,True,
2025-07-18T21:31:14.144249,bulk_recommendations,,7.893562316894531,200,60,1463208,True,
2025-07-18T21:31:14.152176,bulk_recommendations,,10.274410247802734,200,66,1942885,True,
2025-07-18T21:31:14.162491,bulk_recommendations,,11.942625045776367,200,72,2435206,True,
