timestamp,endpoint,contact_id,response_time_ms,status_code,request_size_bytes,response_size_bytes,success,error_message
2025-07-18T16:43:47.039246,single_contact,1,14.616250991821289,200,13,9634,True,
2025-07-18T16:43:47.053882,single_contact,2,5.768060684204102,200,13,10301,True,
2025-07-18T16:43:47.059670,single_contact,3,7.073640823364258,200,13,9796,True,
2025-07-18T16:43:47.066761,single_contact,4,5.51295280456543,200,13,9848,True,
2025-07-18T16:43:47.072289,single_contact,5,5.68079948425293,200,13,9851,True,
2025-07-18T16:43:47.077983,single_contact,1,0.7355213165283203,200,13,9633,True,
2025-07-18T16:43:47.078728,single_contact,2,0.5712509155273438,200,13,10301,True,
2025-07-18T16:43:47.079307,single_contact,3,0.7541179656982422,200,13,9796,True,
2025-07-18T16:43:47.080071,single_contact,4,0.6775856018066406,200,13,9848,True,
2025-07-18T16:43:47.080758,single_contact,5,0.8764266967773438,200,13,9851,True,
2025-07-18T16:43:47.081644,single_contact,1,0.7493495941162109,200,13,9633,True,
2025-07-18T16:43:47.082401,single_contact,2,0.7011890411376953,200,13,10301,True,
2025-07-18T16:43:47.083111,single_contact,3,0.6954669952392578,200,13,9796,True,
2025-07-18T16:43:47.083815,single_contact,4,0.6804466247558594,200,13,9848,True,
2025-07-18T16:43:47.084504,single_contact,5,0.7312297821044922,200,13,9851,True,
2025-07-18T16:43:47.085244,single_contact,1,0.7472038269042969,200,13,9633,True,
2025-07-18T16:43:47.086004,single_contact,2,1.0852813720703125,200,13,10301,True,
2025-07-18T16:43:47.087099,single_contact,3,0.6973743438720703,200,13,9796,True,
2025-07-18T16:43:47.087804,single_contact,4,0.6809234619140625,200,13,9848,True,
2025-07-18T16:43:47.088493,single_contact,5,0.6430149078369141,200,13,9851,True,
2025-07-18T16:43:47.089178,single_contact,1,0.8378028869628906,200,13,9633,True,
2025-07-18T16:43:47.090030,single_contact,2,0.9922981262207031,200,13,10301,True,
2025-07-18T16:43:47.091032,single_contact,3,0.8397102355957031,200,13,9796,True,
2025-07-18T16:43:47.091883,single_contact,4,0.9381771087646484,200,13,9848,True,
2025-07-18T16:43:47.092833,single_contact,5,1.0483264923095703,200,13,9851,True,
2025-07-18T16:43:47.093897,single_contact,1,0.9274482727050781,200,13,9633,True,
2025-07-18T16:43:47.094834,single_contact,2,0.5965232849121094,200,13,10301,True,
2025-07-18T16:43:47.095439,single_contact,3,0.5426406860351562,200,13,9796,True,
2025-07-18T16:43:47.095990,single_contact,4,0.7276535034179688,200,13,9848,True,
2025-07-18T16:43:47.096727,single_contact,5,0.5903244018554688,200,13,9851,True,
2025-07-18T16:43:47.097326,single_contact,1,0.6477832794189453,200,13,9633,True,
2025-07-18T16:43:47.097982,single_contact,2,0.7698535919189453,200,13,10301,True,
2025-07-18T16:43:47.098761,single_contact,3,0.6947517395019531,200,13,9796,True,
2025-07-18T16:43:47.099465,single_contact,4,0.6647109985351562,200,13,9848,True,
2025-07-18T16:43:47.100137,single_contact,5,0.5993843078613281,200,13,9851,True,
2025-07-18T16:43:47.100745,single_contact,1,0.63323974609375,200,13,9633,True,
2025-07-18T16:43:47.101387,single_contact,2,0.6496906280517578,200,13,10301,True,
2025-07-18T16:43:47.102045,single_contact,3,0.5502700805664062,200,13,9796,True,
2025-07-18T16:43:47.102603,single_contact,4,0.5059242248535156,200,13,9848,True,
2025-07-18T16:43:47.103117,single_contact,5,0.49424171447753906,200,13,9851,True,
2025-07-18T16:43:47.103654,single_contact,1,0.47326087951660156,200,13,9633,True,
2025-07-18T16:43:47.104135,single_contact,2,0.5087852478027344,200,13,10301,True,
