timestamp,endpoint,property_id,response_time_ms,status_code,request_size_bytes,response_size_bytes,success,error_message,scenario,top_k_value,min_score_value,top_percentile_value,batch_size
2025-07-18T23:10:27.306153,single_property,7201,1.550912857055664,200,32,99796,True,,baseline,,0.5,,
2025-07-18T23:10:27.307722,single_property,7202,1.3196468353271484,200,32,98236,True,,baseline,,0.5,,
2025-07-18T23:10:27.309058,single_property,7203,1.1446475982666016,200,32,100134,True,,baseline,,0.5,,
2025-07-18T23:10:27.310219,single_property,7204,1.138448715209961,200,32,98611,True,,baseline,,0.5,,
2025-07-18T23:10:27.311374,single_property,7205,1.2710094451904297,200,32,99332,True,,baseline,,0.5,,
2025-07-18T23:10:27.312668,single_property,7206,1.491546630859375,200,32,97450,True,,baseline,,0.5,,
2025-07-18T23:10:27.314180,single_property,7207,1.2857913970947266,200,32,100524,True,,baseline,,0.5,,
2025-07-18T23:10:27.315486,single_property,7208,1.028299331665039,200,32,98251,True,,baseline,,0.5,,
2025-07-18T23:10:27.316529,single_property,7209,0.9400844573974609,200,32,98109,True,,baseline,,0.5,,
2025-07-18T23:10:27.317481,single_property,7210,0.9140968322753906,200,32,98573,True,,baseline,,0.5,,
2025-07-18T23:10:27.318447,single_property,7211,0.9112358093261719,200,32,98954,True,,baseline,,0.5,,
2025-07-18T23:10:27.319371,single_property,7212,0.9965896606445312,200,32,99109,True,,baseline,,0.5,,
2025-07-18T23:10:27.320382,single_property,7213,0.8580684661865234,200,32,98214,True,,baseline,,0.5,,
2025-07-18T23:10:27.321250,single_property,7214,0.720977783203125,200,32,98889,True,,baseline,,0.5,,
2025-07-18T23:10:27.321981,single_property,7215,0.8852481842041016,200,32,98507,True,,baseline,,0.5,,
2025-07-18T23:10:27.322881,single_property,7216,0.8170604705810547,200,32,99418,True,,baseline,,0.5,,
2025-07-18T23:10:27.323709,single_property,7217,1.085519790649414,200,32,98157,True,,baseline,,0.5,,
2025-07-18T23:10:27.324823,single_property,7218,1.6531944274902344,200,32,98865,True,,baseline,,0.5,,
2025-07-18T23:10:27.326499,single_property,7219,1.909494400024414,200,32,98868,True,,baseline,,0.5,,
2025-07-18T23:10:27.328432,single_property,7220,1.4393329620361328,200,32,96979,True,,baseline,,0.5,,
2025-07-18T23:10:27.329948,single_property,7221,1.3535022735595703,200,32,97273,True,,baseline,,0.5,,
2025-07-18T23:10:27.331320,single_property,7222,1.36566162109375,200,32,100505,True,,baseline,,0.5,,
2025-07-18T23:10:27.332711,single_property,7223,1.2867450714111328,200,32,99461,True,,baseline,,0.5,,
2025-07-18T23:10:27.334016,single_property,7224,1.4917850494384766,200,32,101386,True,,baseline,,0.5,,
2025-07-18T23:10:27.335534,single_property,7225,1.9724369049072266,200,32,98433,True,,baseline,,0.5,,
2025-07-18T23:10:27.337533,single_property,7226,1.611948013305664,200,32,98794,True,,baseline,,0.5,,
2025-07-18T23:10:27.339168,single_property,7227,1.3298988342285156,200,32,97120,True,,baseline,,0.5,,
2025-07-18T23:10:27.340512,single_property,7228,1.3010501861572266,200,32,100464,True,,baseline,,0.5,,
2025-07-18T23:10:27.341831,single_property,7229,5.472898483276367,200,32,100430,True,,baseline,,0.5,,
2025-07-18T23:10:27.347327,single_property,7230,4.936456680297852,200,32,98855,True,,baseline,,0.5,,
2025-07-18T23:10:27.352333,single_property,7231,5.477428436279297,200,32,97445,True,,baseline,,0.5,,
2025-07-18T23:10:27.357834,single_property,7232,7.004022598266602,200,32,100339,True,,baseline,,0.5,,
